statement,category,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,x_tsne,x_pca,y_tsne,y_pca
waiting for luck is similar to waiting for death,General reference,1,0,1,1,1,0,15.67743,-0.03364829399752049,17.54532,-0.07729484059052089
walking is an excellent form of exercise,General reference,1,1,1,1,1,1,-57.02333,-0.134665083544636,14.036573,-0.057618497966996654
war a massacre of people who don`t know each other for the profit of people who know each other but don`t massacre each other,Human activities,1,0,0,0,0,0,32.78726,-0.09458774077306592,45.98477,0.03444369709310956
war is one of the scourges with which it has pleased god to afflict men,Religion and belief systems,1,0,1,1,1,1,32.593224,-0.09876308327014509,44.79595,-0.006760966489396046
war is only a cowardly escape from the problems of peace,Human activities,1,0,1,1,1,0,32.420116,-0.09435201837695946,44.9795,0.02475135182637028
war is sweet to those who never tried it,History and events,1,0,1,1,1,1,32.46762,-0.06593299417954422,45.211506,-0.04149365079013315
warren will do good in congress,General reference,0,1,1,1,1,0,-8.547421,-0.03763353478309765,76.72731,0.17675385263895205
watch our ad now i never planned to run for office,History and events,0,0,0,1,1,1,2.464971,-0.060848472489412754,73.07902,0.06660698376337364
water flows down from higher places to lower places,Natural and physical sciences,0,1,0,0,0,0,0.9950946,-0.12073138858782527,-15.148135,-0.08630997614072883
water freezes at low temperatures,Technology and applied sciences,0,1,1,0,0,0,-4.161709,-0.10021122041063317,-22.021505,-0.11974833481890862
water is essential to all life,Natural and physical sciences,0,1,0,0,0,0,-19.880505,-0.16343644609171717,23.822746,-0.029883563213391723
water is good for you,Natural and physical sciences,0,1,0,0,0,0,-19.971968,-0.14044685605756857,23.721464,-0.07012359654195738
water is liquid,Natural and physical sciences,0,1,0,0,0,0,-20.211855,-0.10608602969892654,23.307646,-0.10235169098357591
water should be kept handy while discharging fireworks,Human activities,0,1,0,1,0,1,-57.272484,-0.09726943513020897,36.661327,-0.06549587604474415
waves generate a lot of raw power,Technology and applied sciences,1,1,1,1,0,1,-6.547937,-0.08273336232726344,-9.057578,-0.04170937530204818
we act as though comfort and luxury were the chief requirements of life when all that we need to make us happy is something to be enthusiastic about,General reference,0,0,1,1,1,0,8.942751,-0.11258523574787445,29.46674,-0.028093960692658803
we all know what is best for ourselves and our families and should be able to act on that,Society and social sciences,1,0,0,1,1,1,20.303831,-0.13480561255428092,79.123375,0.16113113778872182
we all want every living american citizen to vote once,Society and social sciences,1,1,0,1,1,1,0.45717126,-0.1340937097857302,95.56294,0.19098994041947934
we are at a moment in our countrys history where we need to heal and unify,General reference,1,0,0,1,1,0,-3.2028098,-0.15997986101422484,64.43067,0.19229329363308612
we are counting on your support,History and events,1,0,0,1,0,0,-9.142663,-0.099590700133863,58.434383,0.16169197228934648
we are less than 61 000 away from our fundraising goal,Human activities,0,1,0,0,0,0,-11.042721,-0.10600629504363127,58.056488,0.10374441390103767
we are likely to succeed going down in flames,General reference,0,1,0,0,0,1,1.0012238,-0.0334011367241748,39.971462,0.040013527129224236
we are reaching out to build support for our grassroots organization,Health and fitness,1,1,0,0,0,1,-10.014279,-0.11156272946509141,60.276623,0.2008886157187811
we are sinful not merely because we have eaten of the tree of knowledge but also because we have not eaten of the tree of life,Philosophy and thinking,1,0,1,1,1,1,28.734892,-0.12071789160704066,19.486809,-0.04820333887421196
we are six weeks away from the june 9th election,Society and social sciences,0,1,0,0,0,0,5.727372,-0.09912575098669274,95.53483,0.12401933483586587
we are taught to clothe our minds as we do our bodies after the fashion in vogue and it is accounted fantastical or something worse not to do so,General reference,1,0,1,1,1,0,54.640144,-0.15142803243928352,-5.3212194,-0.0642339067653103
we build too many walls and not enough bridges,General reference,0,0,1,1,0,1,-24.29843,-0.14414577237805629,56.542557,0.07117673997320353
we buy things we don't need with money we don't have to impress people we don't like,Human activities,1,1,1,1,1,0,24.543299,-0.1045981680539052,36.56212,-0.03221920412133641
we can achieve a more prosperous vermont,Society and social sciences,1,0,0,1,1,0,-1.5449971,-0.12419821980424064,57.323273,0.18235329526082714
we can all do little things to help protect our health,Health and fitness,1,1,0,1,1,0,-39.14139,-0.18348779783646413,48.260777,0.07586128846619015
we can always count on philosophy and human thought to provide opinions on just about anything,Philosophy and thinking,1,0,0,1,1,0,51.25079,-0.117268289607694,23.226393,0.007348645283078408
we can deliver on the constitutions promise of equal protection under the law,General reference,0,0,0,0,1,1,18.660608,-0.14369668671142713,70.19242,0.21175297107425828
we can easily solve our country's problems,Culture and the arts,0,0,0,1,1,1,0.6984142,-0.13660944967518238,59.231087,0.14734355509302674
we can get tulsis message out loud and proud and we can do it today with your help,Philosophy and thinking,1,0,0,1,1,1,-6.891063,-0.10573999848565256,58.329147,0.18881220195700063
we can overcome it if we act with determination,Philosophy and thinking,1,1,0,1,1,0,0.19675457,-0.08323946565624764,52.565865,0.07744824777143833
we can provide insurance for every citizen,Geography and places,0,1,0,1,0,0,-20.896027,-0.1542248189487639,70.40929,0.19273506679932795
we can stop this group from turning arizona blue,Human activities,1,1,0,0,0,1,-4.9852085,-0.10155526125841666,92.33065,0.18430386712148317
we can wear masks and take actions to protect our health while also maintaining our liberties,Health and fitness,1,1,0,1,1,1,-45.16532,-0.17764427993421825,46.38002,0.15328444929193047
we can work through this period of history safely,History and events,1,1,0,1,1,0,-0.3141491,-0.08404918284164108,52.08452,0.11355414750003168
we cannot direct the wind but we can adjust the sails,Philosophy and thinking,1,1,1,1,1,0,13.620888,-0.10002718660145131,49.160866,0.03211761817670279
we cannot ignore the call to protect our environment,Natural and physical sciences,1,1,0,1,1,1,-16.78341,-0.17761639099480614,41.241203,0.14808760799277473
we cannot let our opponent outwork us i need your help,Human activities,1,1,0,1,1,0,-4.521581,-0.05766888459434409,57.932964,0.09308467660292162
we cannot let partisanship get in the way of what our nation needs right now,Philosophy and thinking,1,1,0,1,0,0,-2.6796205,-0.1683600505792776,67.17555,0.23890438415940346
we cannot rely on our basic instincts for some things,People and self,1,0,0,1,1,0,39.950947,-0.14192129298135728,23.349527,-0.05767203975067625
we cannot tear out a single page of our life but we can throw the whole book in the fire,Philosophy and thinking,1,1,1,1,1,1,10.060689,-0.10924069726782823,39.57269,-0.028161382189467676
we do not need extreme measures to protect against coronavirus,Society and social sciences,1,0,0,1,0,0,-41.929043,-0.15832351092060706,49.342888,0.09862016879714006
we don't need other states telling us what's best for new hampshire,Society and social sciences,1,0,0,1,1,0,7.523719,-0.12882674918345016,71.22078,0.14378952141602833
we dont need people with decades of state house experience,Society and social sciences,1,0,1,1,1,0,7.4109416,-0.1389591452187801,71.13635,0.14199577063065708
we dont take any corporate pac money so we rely only on supporters like you,Society and social sciences,1,0,0,1,0,1,-9.088535,-0.11179931310907074,58.97603,0.17676626857176186
we drink one another`s health and spoil our own,General reference,0,1,1,1,0,1,-44.379215,-0.08916455837696437,35.725647,-0.04122871034446917
we find greater violence and more perseverance among the wretched,General reference,1,0,1,0,0,1,29.458345,-0.09640464642363436,51.14742,0.024497484620752297
we have 4 240 left to raise today,Human activities,1,1,0,0,0,0,-11.170811,-0.08450207381993526,57.977615,0.10068139046332414
we have a new order of yard signs arriving this week,Human activities,1,1,0,1,0,0,-7.5125284,-0.08318072440259074,102.812675,0.07239411975266699
we have done flag and signwaving from bellingham to everett,Human activities,1,1,0,1,0,0,-7.9007444,-0.09542130050624406,102.93562,0.0717259185045437
we have just one week left until the fundraising freeze,Culture and the arts,1,1,0,1,0,0,-10.731473,-0.05901377586741788,58.170227,0.09424839812794518
we have to be cautious not scared right now,Society and social sciences,1,0,0,1,1,1,-37.058887,-0.12518837325428872,48.414036,0.09451033021909744
we have to continue to learn we have to be open and we have to be ready to release our knowledge in order to come to a higher understanding of reality,Human activities,1,0,0,1,1,1,45.913773,-0.14271073864408332,23.772009,0.0747915875086808
we have to fight back and i need your help,General reference,1,1,0,1,1,1,-4.590436,-0.08725021020925623,57.90305,0.15124068575185218
we have to stop her lies from getting into our homes by drowning out her ad with our ad on the air,General reference,0,1,0,1,1,1,-6.009568,-0.07016806403078882,92.43939,0.11391269876310363
we have to wear mask or stay home,Society and social sciences,1,1,0,1,1,1,-45.594105,-0.12866362548196283,48.46771,0.03687799425601658
we hould always try to rethink and question our assumptions,Religion and belief systems,0,0,0,0,0,1,46.000637,-0.1576157733227838,23.659399,0.01904598249781426
we know its worked here in michigan and across the country,Society and social sciences,1,1,0,1,1,0,-14.1473255,-0.09839310592001232,76.883385,0.10679927834393592
we know that voting by mail shouldnt be a partisan issue,General reference,1,1,0,1,0,1,-3.1024337,-0.15107200814148355,97.778885,0.20553048439695837
we know what we are but know not what we may be,Philosophy and thinking,1,0,0,1,1,1,47.499836,-0.11763933374587972,28.85159,-0.040722302013920436
we look forward to uniting republicans,Society and social sciences,1,1,0,1,1,1,7.313646,-0.0802423343676696,86.06147,0.21361873606532886
we make a fine bourbon at a profit if we can at a loss if we must but always fine bourbon,General reference,1,0,0,1,0,1,0.88774174,-0.08622038580461133,38.17234,0.022044789724248837
we must act out passion before we can feel it,Human activities,1,0,0,1,1,1,5.2613187,-0.08497317312823204,25.073187,-0.029571917726454393
we must all suffer one of two things the pain of discipline or the pain of regret and disappointment,Human activities,1,0,1,1,1,1,25.865162,-0.08403348191396133,19.659111,-0.020911191808848175
we must be aware of the harms of digital addiction,Culture and the arts,0,0,0,0,1,1,-24.662006,-0.1263629914340613,37.829197,0.03475147734430972
we must convince america that we can bring back american values,Society and social sciences,1,1,0,1,1,0,8.233015,-0.12840226729079693,79.40841,0.24054828058364236
we must oppose the radical left's crazy ideas,Society and social sciences,1,1,0,1,1,0,3.2139964,-0.1539330759341482,80.06379,0.2059927310354302
we must provide equal oppurtunity to learn,General reference,0,0,0,0,0,1,-5.5431156,-0.13779768077056018,44.456062,0.1416789356450695
we must spare our enemies or it will be our loss since they and all their belongings will be ours soon,Human activities,1,1,1,1,1,1,29.748472,-0.06910331981224,44.23055,0.06545235589226647
we must study the history of philosophy to have a full understanding of those who came before us,Philosophy and thinking,1,0,0,1,1,1,51.76577,-0.14484000335045377,21.171955,0.03376584876470653
we national mask mandate to stop the spread of covid19,Health and fitness,1,0,0,1,1,1,-46.09224,-0.1560258667640521,50.06295,0.16334143645454885
we need a leader who restores conservative values,General reference,1,0,1,0,1,0,7.6430445,-0.12779254593340725,81.91272,0.2408338096197692
we need a real hoosier representing us in congress,Natural and physical sciences,1,1,0,1,0,0,-0.42592627,-0.13077847535039608,71.006386,0.208232131700385
we need a steady leader to ensure fairness,Society and social sciences,1,0,0,1,1,1,6.1875834,-0.10940959529185434,65.03756,0.20095609036014847
we need clear leadership and your support to provide that,Society and social sciences,1,1,0,1,1,1,5.8392653,-0.1286856995547002,64.10309,0.24062785914676849
we need democratic values in order to succeed,Religion and belief systems,1,0,0,1,1,1,10.896132,-0.13913210673110574,76.98416,0.2120069640383801
we need gentle leadership in this time,General reference,1,1,0,1,1,1,5.4769506,-0.11560865495729776,64.560196,0.12870284958578285
we need leaders who have seen firsthand the way policies impact people,Mathematics and logic,1,1,1,1,0,0,4.0175223,-0.17468927865207357,67.23825,0.19320075740130957
we need more leadership from the medical community and less from the government,General reference,0,0,0,1,1,0,-42.30211,-0.15121089853500028,58.891636,0.1620141525956235
we need more people who think like everyday americans,Society and social sciences,1,1,0,1,1,0,4.877768,-0.18180739934011375,73.2508,0.2233315680040774
we need more progressives in congress,Geography and places,1,0,0,1,1,0,-0.5663604,-0.1431466981774472,77.04918,0.21991314367026105
we need someone to champion public safety for south carolina,Society and social sciences,1,1,0,1,1,0,-20.185905,-0.1416678644588064,80.07541,0.2058083950717017
we need someone who can base policy on the evidence we have,Society and social sciences,1,0,0,1,1,0,5.0363603,-0.1304172740426381,50.48126,0.19413728706479788
we need someone who knows the people and their concerns,Society and social sciences,1,1,0,1,1,0,3.8318436,-0.10666884921719283,69.14428,0.16407614210754237
we need someone who listens to the people,People and self,1,0,0,1,1,1,3.748838,-0.14116970966812933,69.16951,0.18564490980544837
we need someone who will work on the issues that matter to the people,Society and social sciences,1,0,0,1,1,0,3.9327836,-0.13943230761026268,69.3655,0.19049429148253605
we need this national security risk out of office asap,Health and fitness,1,1,1,1,0,1,-30.781061,-0.07131923283891028,65.082436,0.22103318959027754
we need to address the basic lingering problems in michigan with obvious answers,Philosophy and thinking,0,0,0,1,0,1,1.4625959,-0.13487412104736415,59.77904,0.17616209593512222
we need to back republican values across the country,Natural and physical sciences,1,1,0,1,1,0,7.9927754,-0.15631050893693302,85.578804,0.26130713063920896
we need to be careful and behave in a way to protect our health,General reference,1,1,1,1,1,0,-38.482178,-0.16957860060428023,48.839546,0.10595274749249824
we need to be careful while we support our economic growth,Society and social sciences,1,0,0,1,1,0,-23.19803,-0.1724029776247911,56.7664,0.13856845286576813
we need to bring back some coastal,Natural and physical sciences,1,0,1,1,1,0,-15.042681,-0.14881243809957634,41.98932,0.1417764600139223
we need to bring republican values back,Human activities,0,0,0,1,1,0,8.31293,-0.15013886967437123,82.96568,0.2266328391187751
we need to change direction with our current leadership,Culture and the arts,1,0,0,1,1,0,12.112258,-0.12789081828838741,51.983223,0.19072658462591613
we need to change the direction of this country,Society and social sciences,1,0,0,1,1,0,12.167937,-0.1608026200023168,52.09728,0.16883272372898545
we need to continue to fight to make our world safer from gun violence,Human activities,1,0,0,1,1,0,-42.9496,-0.1740729772013743,73.28737,0.222687453882437
we need to create centralized communities,Society and social sciences,1,0,0,1,1,1,-4.7110405,-0.14888410367224028,51.219925,0.10185309054576358
we need to demand that our educators receive better funding,Geography and places,1,1,0,1,1,0,-16.021584,-0.1403802660882544,48.065357,0.22472697096049157
we need to do everything we can to stop this pandemic,Health and fitness,1,0,0,1,1,1,-40.703697,-0.1556149587583294,52.323914,0.17888150928405339
we need to do more to combat gun violence,Society and social sciences,1,1,0,1,1,0,-43.07045,-0.1774582724587047,72.940414,0.21585280016209102
we need to do what we can to combat climate change,General reference,0,1,0,1,1,0,-13.267648,-0.16030302260898252,41.598835,0.16017545627407315
we need to do what we can to help protect us from climate change,General reference,1,1,0,1,1,0,-12.924585,-0.18826138409053833,41.060646,0.1677043531211363
we need to enact policies that reflect the evidence based science,Technology and applied sciences,1,0,0,1,1,0,4.8911786,-0.20183896212673497,50.60309,0.1898149555395089
we need to enact the same values in politics and in the world as we do at home,Society and social sciences,1,0,0,1,1,0,10.095798,-0.15359449957029295,77.086555,0.18576244607700776
we need to end unnecessary regulations so that our economy can flourish,General reference,1,0,0,1,1,0,-24.23848,-0.17025708135185202,54.249474,0.14208884235891753
we need to expand voting rights and allow all methods,Society and social sciences,1,1,0,1,1,1,-0.9643461,-0.15654195933474063,95.499084,0.2506297646510909
we need to fight against liberal policies,History and events,0,0,1,0,1,1,2.319516,-0.14710030396111246,78.440895,0.2177492461627536
we need to fight against socialism,Philosophy and thinking,1,0,0,1,1,0,2.343621,-0.15114782932005938,78.42107,0.19868839676542172
we need to fight economic inequality,Society and social sciences,1,0,0,1,1,1,-2.9686015,-0.16240495822888198,47.961624,0.15580457802170877
we need to find answers that benefit the most people,Society and social sciences,1,1,0,1,1,0,1.7571089,-0.09384080802460638,57.70808,0.04718494490336304
we need to fix the welfare system,Society and social sciences,1,0,0,1,1,1,-25.467884,-0.16281444555082528,76.07834,0.21040166255740875
we need to focus on fixing issues not creating problems,Society and social sciences,1,0,0,1,1,0,1.0759915,-0.1531701628144585,61.21151,0.1538723094794534
we need to focus on fixing our economy during this difficult time,Society and social sciences,1,0,0,1,1,0,-19.319815,-0.15978411496154024,60.898613,0.17315481694059148
we need to focus on the economy,General reference,0,0,0,1,1,0,-19.572222,-0.13904578454916636,60.69067,0.14889155671159965
we need to focus on what's important to everyday people,General reference,1,1,0,1,1,0,-6.6666846,-0.17911953123877852,64.26907,0.11069217017064038
we need to forget bipartisan politics and fight for what's right for our families,Society and social sciences,1,1,0,1,1,1,-2.5643263,-0.17093227428826316,66.82912,0.2236107917307584
we need to get americans to vote by any means necessary,Society and social sciences,1,0,0,1,1,0,0.87841284,-0.13322501924125005,96.80822,0.2023518866497327
we need to get back to helping each other succeed,Society and social sciences,1,1,0,1,1,0,-5.0634136,-0.0427748083829615,25.537104,0.12332478822767766
we need to get better representation in the senate,Society and social sciences,1,1,0,1,1,0,-3.4327383,-0.13742286286315525,75.59435,0.22705606773408848
we need to get our rights back in order to end this crisis,Society and social sciences,1,1,0,1,1,1,12.422519,-0.14034874538761577,65.81253,0.21122177879402704
we need to give americans more choices to vote during a time where health and safety is a priority,Society and social sciences,1,1,0,1,1,1,0.8986708,-0.18319336430015973,101.99755,0.21592432366687012
we need to have limitations on what airbnbs can do in our neighborhoods,Geography and places,1,1,0,1,1,0,-24.958878,-0.11522054130420477,44.639576,0.0527295106963559
we need to help those who help themselves,Culture and the arts,1,1,0,1,1,0,-5.3999343,-0.0988095896890244,25.173767,0.0959753199224527
we need to hold mainstream media accountable,Philosophy and thinking,1,1,0,1,1,0,21.259773,-0.11895814886091173,58.534645,0.17424105638550336
we need to ignore outlandish theories to focus on the issues that are real,Society and social sciences,1,0,0,1,1,1,1.1027676,-0.1807825765742792,61.596428,0.13100138289600616
we need to implement it immediately around the country,General reference,1,1,0,1,1,0,-37.629257,-0.13787900871959377,50.264347,0.19169091946981986
we need to implement measures to protect our health,Health and fitness,1,1,0,1,1,1,-38.691513,-0.19642270599168932,49.571476,0.17057539202205127
we need to join forces to help do the most good,Society and social sciences,1,1,0,1,1,1,-1.5970029,-0.09491560634587147,55.374237,0.18873762780845327
we need to keep america safe from guns,Society and social sciences,1,0,0,1,1,0,-45.54876,-0.1633775534023761,73.28355,0.20527168157116935
we need to let americans exercise their freedom of speech,Society and social sciences,1,0,0,1,1,1,20.275417,-0.1472889615393946,64.27236,0.21114039417489536
we need to limit powers of the governor,Society and social sciences,1,1,0,1,1,1,-28.676191,-0.12024673360282194,70.36616,0.2056234503014261
we need to listen to the science about corona virus,Health and fitness,0,0,0,0,1,0,-41.17974,-0.16497220585717456,55.243237,0.12747229181457545
we need to make all violence unacceptable,Society and social sciences,1,0,0,1,1,0,-40.360943,-0.13139039855161738,70.951836,0.1507897492917605
we need to make more careful decisions about opening schools,Society and social sciences,1,1,0,1,1,0,-32.36771,-0.14603932720170232,45.68465,0.12661511281602447
we need to make sure we wash our hands and avoid contact with our face,Health and fitness,1,1,0,0,0,0,-42.317326,-0.14237554808684524,46.82195,-0.02768722944261557
we need to pass laws that keep americans safe,Culture and the arts,1,1,0,1,1,1,-31.031261,-0.17851859482038712,63.609596,0.25863303840130253
we need to pay more attention to coronavirus and stop the spread,Health and fitness,1,0,0,1,1,0,-41.023132,-0.15672074491299232,51.96447,0.12755742474252957
we need to protect the average american and not the elite,Culture and the arts,1,0,0,1,1,0,9.574756,-0.1697158239168528,73.67702,0.2308008895651898
we need to protect unborn children by voting for don bacon,General reference,1,1,0,0,0,1,3.4488776,-0.1428108280242041,87.0457,0.21467204675909332
we need to push against lockdowns that hurt the public,Culture and the arts,0,0,0,1,1,0,-38.99989,-0.1790257601684558,53.930664,0.2021188174518779
we need to push for elizabeth warren for vice president,Society and social sciences,1,0,0,1,1,1,-7.544905,-0.08448550238931818,83.59391,0.23872111309876992
we need to put citizens before politics,Society and social sciences,0,0,0,1,0,0,-0.5033714,-0.18094489482467455,66.582115,0.22742080390941669
we need to put health and safety first,General reference,1,1,0,1,1,1,-33.504322,-0.13059856871858164,58.650116,0.13250539332486425
we need to put morals and ethics in the forefront again,Society and social sciences,1,1,0,1,1,1,-5.665414,-0.15075112721130227,65.141205,0.15135042047937236
we need to put people before politics,Society and social sciences,1,0,0,1,1,0,-0.5781362,-0.15892422586709365,66.493935,0.220236297762463
we need to put republicans back in office,Society and social sciences,1,1,0,1,1,0,7.9486732,-0.13432685228061386,84.09314,0.25071568207361905
we need to put safety ahead of politics,Society and social sciences,1,1,0,1,1,0,-1.0910555,-0.15112330800708684,65.990135,0.19536348497140288
we need to refocus and get back to the basics for our people,Health and fitness,0,0,0,1,0,0,-6.269276,-0.17978799323035805,64.2906,0.17982621222699932
we need to remember the basics about disease spread,Geography and places,1,1,0,1,0,1,-40.676693,-0.16395954261113402,47.025547,-4.7145271358352025e-05
we need to stand together to fight against the coronavirus,Health and fitness,1,1,0,1,1,1,-40.653645,-0.16068053244736588,53.2055,0.17597151409832743
we need to stand together to make a change,Society and social sciences,1,0,0,1,1,0,-2.8534606,-0.15931763982034333,55.177803,0.20947332936921098
we need to stop relying on china,Geography and places,1,0,0,1,1,0,74.115234,-0.16180450084282957,32.319324,0.1314013277711133
we need to stop the encroachment of big money controlling elections,Society and social sciences,1,0,0,1,1,0,-5.2394724,-0.15726800237967753,92.79835,0.23837485149729046
we need to stop with the partisan power plays,Society and social sciences,1,0,0,1,1,0,-2.7625892,-0.13761064170234788,67.67225,0.2074093344247571
we need to support average citizens and their businesses,Geography and places,0,1,0,0,0,1,-13.690709,-0.16483133547946555,64.73506,0.2648078558438802
we need to support iowa democrats to end racism and inequality,Society and social sciences,1,0,0,1,1,0,-2.2365339,-0.14520690704434114,87.22212,0.2479645176760679
we need to support our police and public safety officials,People and self,1,1,0,1,1,0,-29.066393,-0.15897085124589613,78.83436,0.2603977790668013
we need to support our schools so our kids can get an education,Society and social sciences,1,1,0,1,1,0,-16.37507,-0.15471733905620932,48.94433,0.22258395827353508
we need to support policies that help ensure the safety of our people and our planet,Human activities,1,1,0,1,1,1,-31.099854,-0.20079058674899974,59.19006,0.2558139830874187
we need to support republicans who will curb spending,Society and social sciences,1,1,0,1,1,1,6.5058527,-0.14152662723749498,84.918495,0.2720347934691507
we need to support rouda during this difficult election,Society and social sciences,1,0,0,1,1,0,-10.378911,-0.07101843638048441,88.823,0.23985598364146551
we need to support the every day american citizen,Society and social sciences,1,0,0,1,1,1,-12.848367,-0.17833707108366623,65.02012,0.2568902115918116
we need to support the people with the legislation we pass,General reference,0,0,1,0,1,1,-14.091809,-0.17586714439891304,68.60388,0.3002574884142452
we need to take action to stop unnecessary gun violence,Society and social sciences,1,0,0,1,1,1,-43.351337,-0.1713517636190563,72.91272,0.19227188427930536
we need to take basic precautions to help prevent the spread of disease,Health and fitness,1,1,0,1,0,0,-40.502975,-0.1929182060444704,47.419437,0.055444732505701526
we need to take basic steps to help ensure gun safety,Human activities,1,1,0,1,1,1,-45.13648,-0.163003117411917,74.54812,0.15690677174588402
we need to take gun safety as seriously as coronavirus,Society and social sciences,1,1,0,1,1,0,-44.646698,-0.16099289675803388,74.09221,0.1523451230047987
we need to take safety measures to protect our health,Health and fitness,1,0,0,1,1,1,-38.870747,-0.18144084630656726,49.27239,0.12275914983971319
we need to take the covid threat seriously,Health and fitness,1,0,0,1,1,1,-39.81219,-0.14339716688366366,51.331913,0.16101528342204507
we need to treat immigrants like humans,Society and social sciences,1,1,0,1,1,0,-14.970498,-0.14106348049625012,53.16303,0.17474983676086234
we need to trust the science for our response to the coronavirus,Natural and physical sciences,1,0,0,1,0,0,-41.116627,-0.15122639464010812,55.375816,0.14140958505895282
we need to use legislation to help the economy get back on track,General reference,0,1,0,1,1,0,-18.867403,-0.16274930234279464,61.934223,0.23553054253934866
we need to vote for conservatives to protect ca49,Society and social sciences,1,0,0,1,1,1,3.6518035,-0.10549443555066455,84.54622,0.26001878844586807
we need to vote for someone who puts the people first,Society and social sciences,1,1,0,1,1,1,0.59035045,-0.12344442332327223,68.12957,0.25097300577438375
we need to vote for unity not division,Society and social sciences,1,0,0,1,1,1,-2.8322504,-0.1620371233585528,64.75956,0.22103812304693918
we need to vote out of something other than fear,Human activities,1,0,0,1,1,0,-2.6063583,-0.15024707386933386,64.94189,0.18853775774908155
we need to work hard to remove the overabundance of cops in black communities,Society and social sciences,1,0,0,1,1,1,-29.32992,-0.1429623222359295,77.22527,0.17930939419909608
we need to work together to do what is best for the people,General reference,1,1,0,1,1,1,-1.2279302,-0.1418624782857807,55.502724,0.24963769861789997
we need to work towards keeping resources available for everyday americans,History and events,0,0,0,0,1,0,-12.466833,-0.18828093860423056,64.910576,0.23579631504567303
we need transparency in how government money is spent,Society and social sciences,1,0,0,1,1,0,-17.19202,-0.15883627695247265,58.114143,0.22086504672171625
we only have five days your support means more now than ever before,Society and social sciences,1,1,0,1,1,0,-9.41497,-0.10256557264834328,58.256035,0.15002703799128356
we receive three educations one from our parents one from our schoolmasters and one from the world the third contradicts all that the first two teach us,Philosophy and thinking,1,1,1,1,1,0,37.86853,-0.1269225880145221,29.932627,-0.03479328902904129
we see the impact of their neglect every day,Culture and the arts,1,1,0,1,1,1,-10.048796,-0.14581016772372998,64.47477,0.06466557660328814
we shoudl do what we can to expand voter's rights,Society and social sciences,1,1,0,1,1,1,-0.6267789,-0.1632559703676852,95.02217,0.29481858890426715
we should aim to put our responsibilities before any personal or political agenda,People and self,1,0,0,1,1,0,7.2400537,-0.152358804573971,55.619637,0.1673525394266784
we should all agree on measures to ensure a fair election,General reference,1,1,0,1,1,1,-3.851313,-0.12981820161302232,94.86034,0.2538919459023896
we should all aim to get rid of systemic inequality,Religion and belief systems,1,0,0,1,1,0,-3.275937,-0.17183374100713597,48.04557,0.1771271131355335
we should all contribute towards securing the future,Religion and belief systems,0,0,1,0,1,0,1.9686108,-0.1305841445105945,46.34118,0.20187134932106954
we should all have a level playing field of economic oppurtunity,Human activities,0,0,0,1,0,0,-3.8404338,-0.14492450946717828,47.787895,0.2016711056037072
we should all try and exercise our rights to vote,Society and social sciences,1,0,0,1,1,0,0.43989894,-0.1687936922631776,94.84865,0.2080629344678681
we should all wear masks in public,Society and social sciences,1,0,0,1,1,1,-47.654125,-0.1711925747253321,48.805695,0.11331203777379958
we should allow alcohol to be sold in its original sealed containers in retail drive thrus,General reference,0,0,0,0,0,1,-33.618034,-0.14082301247088289,38.62946,0.10872330299593908
we should allow parents to make decisions for their own children,Culture and the arts,1,1,0,1,1,0,20.637707,-0.12007617383721862,79.39308,0.17018629829557896
we should allow victims to legally protect themselves against their abusers,Health and fitness,1,1,0,1,0,1,-37.6132,-0.11016468237910358,69.24183,0.20256306602098717
we should allow voting by mail,Society and social sciences,1,0,0,1,1,1,-1.8460629,-0.15280246426523622,100.75886,0.22903143060244166
we should always be ready to support other countries,General reference,1,1,0,1,1,0,-8.9450445,-0.12699214342497053,50.825104,0.178011021718789
we should always save for future,Society and social sciences,1,1,0,1,1,1,2.120135,-0.1404266707564343,46.256557,0.06506846693903527
we should always support ones goal,General reference,1,0,0,1,1,0,-7.5990205,-0.10065197377979328,51.05255,0.11406602850560678
we should always vote and hope for the best,Society and social sciences,1,0,0,1,1,0,0.863281,-0.11566225533386701,93.85041,0.17894683674927436
we should applaud legislators when they make life easier for people,Culture and the arts,0,0,0,0,0,1,-15.276553,-0.13075199998154802,68.724846,0.2215836869379603
we should ban oil and support wildlife,Natural and physical sciences,1,1,0,1,1,0,-19.292593,-0.1677397544272729,41.703003,0.13637850107677313
we should be basing decisions on the evidence we have,Culture and the arts,0,0,0,1,1,0,5.121479,-0.15439472912873478,50.236767,0.13466871103878522
we should be careful while sharing information online,General reference,1,1,0,1,1,0,-27.86812,-0.11434109085135996,38.718082,0.007216615546242966
we should be concerned that 100 000 unclaimed ballots will be floating around,General reference,1,0,0,1,0,0,-5.3392787,-0.0994860833404341,97.27878,0.1229469981781343
we should be focusing on ensuring our environment infrastructure and people are safe,Society and social sciences,1,1,0,1,1,0,-31.49097,-0.20991771562057987,59.447884,0.17983616597512292
we should be mindful of the harmful effects of consumerism,Society and social sciences,1,1,0,1,1,1,-24.131691,-0.17174229744312078,38.240982,0.05092377905590012
we should be proud of our own natural hair,Religion and belief systems,0,1,0,0,0,0,-19.061749,-0.11979795701411446,38.754715,0.06386716055891563
we should be responsible to protect environment,General reference,1,0,0,1,0,0,-17.183023,-0.18205583002236744,41.01206,0.14838689430282714
