statement,statement_r,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,awareness,consensus,commonsensicality
Shooting for the stars; aiming high.,Shooting for the stars; aiming high.,f5a7b12829,0,0,0,1,1,0,0.9999493944408188,0.9995644602700328,0.9997569088291328
Short summaries aid comprehension.,Short summaries aid comprehension.,bc20c85a54,1,1,0,1,0,0,0.9999999752957676,0.9999992578442805,0.9999996165699596
Show gratitude often.,Show gratitude often.,504ca10089,1,1,0,1,1,0,0.9999994400478747,0.9999974096232151,0.9999984248350295
Showering daily promotes hygiene.,Showering daily promotes hygiene.,cff3ade64d,0,1,0,0,0,0,0.9999975160651811,0.9999897549100274,0.9999936354800747
Sikhism emphasizes service and equality.,Sikhism emphasizes service and equality.,5f80e8904d,1,1,0,1,1,0,0.9999997216236564,0.9999997269758389,0.9999997242997477
Sikhs are known for their distinct turbans.,Sikhs are known for their distinct turbans.,f175b74698,0,1,0,0,0,0,0.9999996661181888,0.9999970647215363,0.9999983654190167
Silence is golden.,Silence is golden.,20cc041331,1,0,0,1,1,0,0.9983344570426056,0.9989555117233464,0.9986449361039414
Silence speaks volumes.,Silence speaks volumes.,0cc7aa5335,1,1,0,1,1,0,0.9999960141864751,0.9999754234730017,0.9999857187767405
Simple living brings contentment.,Simple living brings contentment.,08a9ad7818,1,0,0,1,1,0,0.993416050921176,0.9995644601432623,0.9964855135106967
Singing boosts mood.,Singing boosts mood.,9e102ea541,0,1,0,1,1,0,0.9999999999996876,0.9999984288566898,0.9999992144278801
Singing releases stress.,Singing releases stress.,d41cfe2b67,0,1,0,1,1,0,0.9999912156966698,0.9999831087649514,0.9999871622225952
Sketching improves observation skills.,Sketching improves observation skills.,4940f98fca,0,1,0,1,0,0,0.9999993129707183,0.9999994220085031,0.9999993674896093
Sleep restores mental clarity.,Sleep restores mental clarity.,363f6558e5,0,1,0,1,0,0,0.9999999738306002,0.9999998344024814,0.9999999041165384
Slow and steady wins the race.,Slow and steady wins the race.,fb0be48404,1,0,0,1,1,0,0.9999996563676805,0.9999937860210528,0.999996721190059
Small talk builds connections.,Small talk builds connections.,c51cd294dd,1,1,0,1,1,1,0.9999997452724063,0.9999999390800789,0.9999998421762379
Smart grids optimize energy distribution.,Smart grids optimize energy distribution.,6f0c408942,0,1,0,0,0,0,0.9997413711416301,0.9999897549104537,0.9998655553131929
Smart home devices offer convenience.,Smart home devices offer convenience.,daf0c2ceb0,0,1,0,1,0,0,0.999999803162823,0.9999998344024841,0.9999998187826534
Smartphones revolutionized communication.,Smartphones revolutionized communication.,b877d8da34,0,1,0,1,0,0,0.9999998613724386,0.999999345049887,0.9999996032111295
Smiles often signal friendliness.,Smiles often signal friendliness.,f9293e0e7f,1,1,0,1,1,1,0.9999999918479786,0.9999999673919147,0.9999999796199466
Smiling boosts immune function.,Smiling boosts immune function.,e5d38570c3,0,1,0,1,0,0,0.9472229721102098,0.7977942306044654,0.8693037571790081
Snow falls in winter.,Snow falls in winter.,52a8c8c05d,0,1,0,0,0,0,0.9999971481258305,0.9999945161813703,0.9999958321527345
Snowfall creates a serene atmosphere.,Snowfall creates a serene atmosphere.,bf4d2485f9,0,1,0,0,0,0,0.9999793827474989,0.9998585800708422,0.9999189795848619
Snowflakes are unique crystals.,Snowflakes are unique crystals.,7701033bcd,0,1,0,0,0,0,0.9999981172189074,0.9999883907981989,0.9999932539967277
Social dancing combines exercise and socialization.,Social dancing combines exercise and socialization.,5fff4b5ef5,0,1,0,1,0,0,0.9999999758136282,0.9999996906230981,0.999999833218353
Social equity promotes fairness.,Social equity promotes fairness.,64f2fef1f3,1,0,0,1,1,0,0.9999964825275738,0.9999783112720833,0.9999873968585536
Social interactions enrich life.,Social interactions enrich life.,123dfa1ed7,1,1,0,1,1,0,0.9999998918282684,0.9999995498592753,0.9999997208437573
Social norms guide behavior.,Social norms guide behavior.,7734ec8770,1,1,0,1,1,0,0.9999999790840152,0.9999998710325203,0.9999999250582663
Socialization develops interpersonal skills.,Socialization develops interpersonal skills.,cdfe2ca617,1,1,0,1,0,0,0.9999999137731527,0.9999992578448893,0.9999995858089672
Societal progress relies on equitable distribution of resources.,Societal progress relies on equitable distribution of resources.,76e2310177,0,0,0,1,1,0,0.9991290133429097,0.9998397518758635,0.9994843194331521
Society values punctuality.,Society values punctuality.,f3e7f5a086,1,1,0,1,1,0,0.9999979292189821,0.9999966738907888,0.9999973015546885
Socrates developed the Socratic method.,Socrates developed the Socratic method.,65c484f46f,1,1,0,1,1,0,0.9996662041222962,0.9999937860209018,0.9998299816555806
Socrates' method involves asking probing questions.,Socrates' method involves asking probing questions.,4495c45e12,1,1,0,1,1,0,0.9999788609632037,0.9999987763922963,0.9999888186281713
Socratic questioning promotes deep understanding.,Socratic questioning promotes deep understanding.,6b3266e564,1,0,0,1,1,0,0.999993307707932,0.9999989201699384,0.9999961139349978
Soft fabrics feel comforting.,Soft fabrics feel comforting.,42f7eb8b0d,0,1,0,1,1,0,0.999999327712942,0.99999623102495,0.9999977793677474
Soft lighting creates a calming ambiance.,Soft lighting creates a calming ambiance.,b7150badf5,0,1,0,1,0,0,0.999999968279401,0.9999990470531693,0.9999995076661791
Solar energy is sustainable.,Solar energy is sustainable.,de82c0c8c1,0,1,0,0,0,0,0.9999999022921616,0.9999970647216895,0.999998483505919
Spain's Costa del Sol has golden beaches.,Spain's Costa del Sol has golden beaches.,5ef7c5b0b0,0,1,0,0,0,0,0.9992103119960151,0.9932086171732937,0.996204944899822
"Spare the rod, spoil the child.","Spare the rod, spoil the child.",53aef8e8dd,1,0,0,1,1,1,0.9999693041520331,0.9998585800450832,0.9999139405659477
Spending time outdoors lifts the spirits.,Spending time outdoors lifts the spirits.,b9a86e2928,0,1,0,1,1,0,0.9999996755270546,0.9999986134707287,0.9999991444987506
Spill the beans means reveal a secret.,Spill the beans means reveal a secret.,c4e6146402,1,0,0,1,1,1,0.9999999999999979,0.9999998344024872,0.9999999172012392
Springtime brings new growth.,Springtime brings new growth.,84ef5622f1,0,1,0,1,1,0,0.9999999919797088,0.9999997269758629,0.9999998594777771
Sputnik's launch began the space age.,Sputnik's launch began the space age.,f91e1ca320,0,1,0,0,0,0,0.9999819063951056,0.9999243009010865,0.9999531032332776
Sri Lanka is known for its tea plantations.,Sri Lanka is known for its tea plantations.,4404f036ef,0,1,0,0,0,0,0.7057921506531377,0.999972151197492,0.8401026694320894
Stargazing can be awe-inspiring.,Stargazing can be awe-inspiring.,f50cfe17dc,0,1,0,1,1,0,0.9999999690016391,0.9999999113620339,0.9999999401818361
Stars are born in nebulae.,Stars are born in nebulae.,00c40d2d3a,0,1,0,0,0,0,0.6224990381641896,0.9998397517927611,0.7889228630286461
Stars fill the night sky.,Stars fill the night sky.,3e5aab6605,0,1,0,1,0,0,0.9999999998783612,0.9995644600890192,0.9997822062666616
Staying active enhances longevity.,Staying active enhances longevity.,415b1a29ef,0,1,0,0,0,0,0.9999999830210491,0.9999994220085333,0.9999997025147518
Steer clear of negative influences.,Steer clear of negative influences.,32de268916,1,1,0,1,1,0,0.9999999431445745,0.999999422009088,0.9999996825767973
Stephen Hawking made significant contributions to theoretical physics.,Stephen Hawking made significant contributions to theoretical physics.,f93feb7580,0,1,0,1,0,0,0.9999999820140497,0.9999998861865934,0.9999999341003204
Stirred up a hornet's nest; created a commotion.,Stirred up a hornet's nest; created a commotion.,2d1318f0ef,0,0,0,1,0,0,0.9995758987794541,0.9967862450020298,0.9981800973466166
Stonehenge is an ancient wonder.,Stonehenge is an ancient wonder.,297e13ba21,0,0,0,0,0,0,0.999677657399895,0.9986590509722093,0.999168224383212
Stop and smell the roses.,Stop and smell the roses.,049aad1aa9,0,1,0,1,1,0,0.9999947633274179,0.9999992578434971,0.9999970105829324
Stories shape cultures.,Stories shape cultures.,f459728975,1,0,0,1,1,0,0.9999999663978235,0.9999999217772719,0.9999999440875474
Storytelling captures imagination.,Storytelling captures imagination.,8d7856b254,1,1,0,1,1,0,0.9999997979087857,0.9999991590272349,0.9999994784679593
Street art reflects urban life.,Street art reflects urban life.,0f1f519f31,0,1,0,1,1,0,0.9999996135569202,0.9999982196614071,0.9999989166089208
Stretching improves flexibility.,Stretching improves flexibility.,4c85acf009,0,1,0,0,0,0,0.9999999719521341,0.9999997873685673,0.9999998796603464
Stretching prevents muscle cramps.,Stretching prevents muscle cramps.,dd801a8b7a,0,1,0,0,0,0,0.9327491611881248,0.7480630970976274,0.8353174404581786
Strong friendships often weather storms.,Strong friendships often weather storms.,4386a27a15,1,1,0,1,1,1,0.9999999327168052,0.9999994899243101,0.9999997113205331
Structure in arguments aids comprehension.,Structure in arguments aids comprehension.,d2f4824948,1,1,0,1,0,0,0.9999995949652445,0.9999996027522332,0.9999995988587388
Structured analyses refine processes.,Structured analyses refine processes.,a8eef07363,0,1,0,1,0,0,0.5003355035908758,0.9986590512896134,0.7068695631745471
Structured frameworks guide learning.,Structured frameworks guide learning.,61db23d076,1,1,0,1,0,0,0.9999999999979359,0.9999920211124129,0.9999960105472165
Structured inquiry clarifies questions.,Structured inquiry clarifies questions.,0b74434367,1,1,0,1,1,0,0.9982313113212711,0.9958752956863962,0.9970526076017704
Structured planning anticipates needs.,Structured planning anticipates needs.,03224fe916,1,1,0,1,0,0,0.9999117868279699,0.9999684432329605,0.9999401146291976
Structured preparations ensure readiness.,Structured preparations ensure readiness.,0cb7d12b80,1,1,0,1,0,0,0.9999986847436281,0.9999982196612273,0.9999984522024006
Structured review enhances teaching.,Structured review enhances teaching.,bf135710cc,1,1,0,1,1,0,0.9999874947494587,0.9999142220893318,0.9999508577482519
Structured steps guide action.,Structured steps guide action.,661a938075,1,1,0,1,1,0,0.9999749422771657,0.9998751963239195,0.9999250680567925
Study habits influence academic success.,Study habits influence academic success.,7eddf511b1,1,1,0,1,1,0,0.9999999977021466,0.9999999309686868,0.9999999643354162
Sunlight boosts Vitamin D.,Sunlight boosts Vitamin D.,ed47b708c4,0,1,0,0,0,0,0.9999999548138312,0.9999996027529877,0.999999778783394
Sunscreen prevents sunburn.,Sunscreen prevents sunburn.,4d05a68e10,0,1,0,0,0,0,0.9999999780322771,0.9999996906231408,0.9999998343276986
Sunscreen protects against UV rays.,Sunscreen protects against UV rays.,232042b8f4,0,1,0,0,0,0,0.9999999938847293,0.9999999217772728,0.9999999578310004
Sweden’s archipelago is extensive.,Sweden’s archipelago is extensive.,6bbc920a08,0,1,0,0,0,0,0.6792635267962653,0.9996607846603462,0.8240346535117978
Swimming engages multiple muscle groups.,Swimming engages multiple muscle groups.,9f5df2f22c,0,1,0,0,0,0,0.9999999909118118,0.9999996906231172,0.9999998407674532
Symbolism adds depth to literature.,Symbolism adds depth to literature.,31f8135958,1,0,0,1,1,0,0.9999978079351973,0.9999997269758736,0.9999987674550751
Symmetry reflects balanced proportions.,Symmetry reflects balanced proportions.,cbb08f7888,0,0,0,0,0,0,0.9999994377381971,0.999983108763378,0.9999912732174578
Symphonies blend diverse instruments.,Symphonies blend diverse instruments.,f4dd3d8314,0,1,0,1,1,0,0.9999999511091273,0.9999996906231354,0.9999998208661228
Symphonies comprise multiple movements.,Symphonies comprise multiple movements.,613880b175,0,1,0,1,0,0,0.9999047290986204,0.9999966738909891,0.999950700438022
Symphonies create dynamic musical narratives.,Symphonies create dynamic musical narratives.,15b0ee929d,0,1,0,1,1,0,0.999912548146215,0.9999142220786581,0.9999133851120863
Symphony unifies diverse musical elements.,Symphony unifies diverse musical elements.,a1abc85c43,0,1,0,1,1,0,0.9998563028143492,0.9999410449551439,0.9998986729870019
Synagogues are places of Jewish worship.,Synagogues are places of Jewish worship.,2eb772ea4a,1,1,0,1,0,0,0.999999974890008,0.9999999999999996,0.9999999874450037
Syria's history is unparalleled.,Syria's history is unparalleled.,2c9809ffd5,1,1,0,1,1,0,0.9999925536255851,0.9999540854308036,0.9999733193432142
Tables organize and display data.,Tables organize and display data.,2c8e256271,0,1,0,0,0,0,0.9999993435240041,0.9999996906231341,0.9999995170735541
Taking cooking classes enhances culinary skills.,Taking cooking classes enhances culinary skills.,f5b2f46924,0,1,0,1,0,0,0.9999998946591543,0.9999999712234666,0.9999999329413097
Taking vitamins supports health.,Taking vitamins supports health.,fbff28e6d0,0,1,0,0,0,0,0.9999963381298326,0.9999783112650139,0.9999873246568017
Taoism teaches harmony with nature.,Taoism teaches harmony with nature.,f06a559bb1,1,1,0,1,1,0,0.9999886657346955,0.99999942200844,0.9999940438571054
Teachable moments help reinforce knowledge.,Teachable moments help reinforce knowledge.,116401aff0,1,1,0,1,1,0,0.9999999242186214,0.999999649430032,0.9999997868243172
Team spirit enhances performance.,Team spirit enhances performance.,b006133b8a,1,1,0,1,1,0,0.9999997817404639,0.999998776392275,0.9999992790662431
Team sports build camaraderie.,Team sports build camaraderie.,87b31d37f5,1,1,0,1,1,0,0.9999999202439245,0.9999999217772693,0.9999999210105969
Teamwork achieves better results.,Teamwork achieves better results.,57cec306e5,1,1,0,1,1,0,0.9999998742984306,0.999999549859306,0.9999997120788552
Teamwork makes tasks easier.,Teamwork makes tasks easier.,9f025ce87d,1,1,0,1,1,0,0.9999999867769742,0.9999996027522519,0.9999997947645946
Technology drives modern communication.,Technology drives modern communication.,505612080f,0,1,0,1,0,0,0.9999999157378431,0.9999994220084965,0.9999996688731393
Technology revolutionizes healthcare.,Technology revolutionizes healthcare.,411f23ff6c,0,1,0,1,1,0,0.999999732379799,0.9999962310287079,0.999997981702721
Telemedicine offers remote healthcare access.,Telemedicine offers remote healthcare access.,c5df3d7890,0,1,0,1,0,0,0.9999999479163862,0.9999999673919155,0.9999999576541508
Textbooks are used for education in schools.,Textbooks are used for education in schools.,0c130305dd,1,1,0,1,0,0,0.9999999980183409,0.9999999943335647,0.9999999961759528
The Alps span several European countries.,The Alps span several European countries.,47d90b8fc8,0,1,0,0,0,0,0.9999999137737817,0.9999974096230775,0.9999986616976457
The Amazon Basin is incredibly biodiverse.,The Amazon Basin is incredibly biodiverse.,483e88f3d3,0,1,0,0,0,0,0.9999996128115366,0.9999986134705862,0.9999991131409365
The American Revolution shaped modern democracy.,The American Revolution shaped modern democracy.,967765c0e4,1,0,0,1,1,0,0.9999980399362787,0.9999883908071872,0.9999932153600947
The Atacama Desert is rich in mineral resources.,The Atacama Desert is rich in mineral resources.,44378eb605,0,1,0,0,0,0,0.9467762009180499,0.9992820179469997,0.9726748853535713
"The Baltic States include Estonia, Latvia, and Lithuania.","The Baltic States include Estonia, Latvia, and Lithuania.",34e74d8a1e,0,1,0,0,0,0,0.8519659292764535,0.9999479721546565,0.9229959931250229
The Berlin Wall fell in 1989.,The Berlin Wall fell in 1989.,5af663081b,0,1,0,1,0,0,0.9999999999999896,0.9999979826122641,0.9999989913056181
The Bible guides Christian faith.,The Bible guides Christian faith.,212b0f163f,1,0,0,1,0,0,0.9999999648743643,0.9999997590574922,0.9999998619659229
The California Gold Rush attracted global attention.,The California Gold Rush attracted global attention.,fce76e1275,0,1,0,1,1,0,0.9999998575614151,0.9999994899237616,0.9999996737425715
The Cartesian plane maps geometric locations.,The Cartesian plane maps geometric locations.,26feda5a35,0,1,0,0,0,0,0.9975727775639908,0.9998184168618315,0.9986949660274098
The Cold War influenced many global events.,The Cold War influenced many global events.,966e445770,0,1,0,1,1,0,0.9999995075141702,0.9999999525555153,0.999999730034818
The Colosseum is in Rome.,The Colosseum is in Rome.,42da4d27d9,0,1,0,0,0,0,0.9999999937061426,0.9999999113620366,0.9999999525340887
The Earth rotates on its axis.,The Earth rotates on its axis.,a06c87e9b0,0,1,0,0,0,0,0.9999997410100882,0.9999986134708579,0.9999991772403141
The Eiffel Tower is iconic.,The Eiffel Tower is iconic.,acd191a045,0,1,0,0,0,0,0.9999999717929914,0.9999996027522359,0.9999997872725966
The English Channel separates England and France.,The English Channel separates England and France.,386d893bb4,0,1,0,0,0,0,0.9999998558181096,0.9999999217772728,0.9999998887976906
The Enlightenment era promoted reason.,The Enlightenment era promoted reason.,dde9089482,1,0,0,1,1,0,0.999999985624667,0.9999999113620299,0.9999999484933477
The Fibonacci sequence appears in nature.,The Fibonacci sequence appears in nature.,e0ed818aa1,0,1,0,0,0,0,0.9995809227659199,0.9999540854687328,0.999767486706978
The French Revolution began in 1789.,The French Revolution began in 1789.,d63f2340e8,1,1,0,1,0,0,0.9997756377572041,0.9999754234694082,0.9998755256233937
The Ganges River is sacred in India.,The Ganges River is sacred in India.,9698907c87,0,1,0,0,0,0,0.9999991756766738,0.999985093526401,0.9999921345767488
The Gobi Desert spans parts of China and Mongolia.,The Gobi Desert spans parts of China and Mongolia.,52641bcd96,0,1,0,0,0,0,0.9999992151367885,0.999995160546532,0.9999971878396052
The Grand Canyon is breathtaking.,The Grand Canyon is breathtaking.,3f92d0b6c3,0,1,0,0,0,0,0.9999994754113898,0.9999977140002988,0.9999985947054565
The Great Barrier Reef is biodiverse.,The Great Barrier Reef is biodiverse.,d3f2717cb8,0,1,0,0,0,0,0.9999993628643741,0.999994516181531,0.9999969395200162
The Great Depression had profound economic impacts.,The Great Depression had profound economic impacts.,f98dd539b8,0,1,0,1,1,0,0.9999999950983374,0.9999999113620361,0.9999999532301859
The Gutenberg Bible marked a printing milestone.,The Gutenberg Bible marked a printing milestone.,a9a824783b,0,1,0,1,0,0,0.9985067091292112,0.9999684432541814,0.999237308904543
The Hajj is a pilgrimage to Mecca.,The Hajj is a pilgrimage to Mecca.,91613eab18,1,1,0,1,0,0,0.9999998216551739,0.9999999712234648,0.9999998964393165
The Himalayas are in Asia.,The Himalayas are in Asia.,fec3852e76,0,1,0,0,0,0,0.9999998454998852,0.9999993450498492,0.9999995952748358
The Himalayas are massive and imposing.,The Himalayas are massive and imposing.,8c13a1afc7,0,1,0,0,0,0,0.9999991728355342,0.9999966738910535,0.9999979233625133
The Himalayas stretch across five countries.,The Himalayas stretch across five countries.,241aa18a2f,0,1,0,0,0,0,0.8767443755581664,0.9615431427641353,0.9181653131517106
The Iberian Peninsula includes Spain and Portugal.,The Iberian Peninsula includes Spain and Portugal.,04c494cb83,0,1,0,0,0,0,0.99999996378138,0.9999993450498488,0.9999996544155666
The Industrial Revolution reshaped societies.,The Industrial Revolution reshaped societies.,9aa7026973,0,1,0,1,1,0,0.9999998467028917,0.9999992578442249,0.999999552273515
The Kyoto Protocol targeted reducing greenhouse gases.,The Kyoto Protocol targeted reducing greenhouse gases.,25f05495f8,0,1,0,0,0,0,0.9999960471308567,0.9999989201698372,0.9999974836493152
The Magna Carta established legal principles.,The Magna Carta established legal principles.,23cd4bf559,1,1,0,1,0,0,0.9954034440302328,0.9999479722090497,0.9976731205098871
The Magna Carta was signed in 1215.,The Magna Carta was signed in 1215.,fdf6437521,1,1,0,1,0,0,0.9947877741065848,0.9999684432301789,0.9973747449267886
The Maldives are paradise islands.,The Maldives are paradise islands.,3ed21d95b5,0,1,0,0,0,0,0.9978573490484544,0.9912881985377227,0.994567350125606
The Manhattan Project created nuclear weapons.,The Manhattan Project created nuclear weapons.,998c23b620,0,1,0,0,0,0,0.999999378715238,0.9999991590274299,0.999999268871328
The Mariana Trench is the deepest oceanic trench.,The Mariana Trench is the deepest oceanic trench.,520b64f626,0,1,0,0,0,0,0.999999732378838,0.9999962310286675,0.9999979817022203
The Mediterranean Sea borders three continents.,The Mediterranean Sea borders three continents.,91b0411406,0,1,0,0,0,0,0.9913237734226811,0.9958753473904144,0.9935969541185646
The Mona Lisa is a revered masterpiece.,The Mona Lisa is a revered masterpiece.,7f8a15ccfc,0,1,0,1,1,0,0.9999996542271155,0.9999982196613809,0.999998936943991
The Mona Lisa is housed in the Louvre.,The Mona Lisa is housed in the Louvre.,94c2b1196a,0,1,0,1,0,0,0.9999984503565468,0.9999982196613179,0.9999983350089257
The Netherlands features extensive canals.,The Netherlands features extensive canals.,88797a08b2,0,1,0,0,0,0,0.9999990741293209,0.9999945161854195,0.9999967951547732
The Niagara Escarpment features numerous waterfalls.,The Niagara Escarpment features numerous waterfalls.,e466e1c9aa,0,1,0,0,0,0,0.9999835724474521,0.9994407904240675,0.9997121445986161
The Nile Delta supports diverse ecosystems.,The Nile Delta supports diverse ecosystems.,abdd0c0667,0,1,0,0,0,0,0.9999471310291129,0.9999783112528078,0.9999627210194301
The Nile flows through Egypt.,The Nile flows through Egypt.,e639d6fb24,0,1,0,0,0,0,0.9999999720064429,0.9999990470532275,0.9999995095297283
The Nile is the longest river.,The Nile is the longest river.,e670b42ddb,0,1,0,0,0,0,0.9428940201822715,0.5388613731957334,0.712803736307172
The Patagonian region is shared by Argentina and Chile.,The Patagonian region is shared by Argentina and Chile.,0b28bb27b6,0,1,0,0,0,0,0.9992905687254106,0.9999990470531884,0.9996447451243112
The Pyrenees form a natural border.,The Pyrenees form a natural border.,03914bb0c8,0,1,0,0,0,0,0.9999350789093068,0.9980495251051302,0.998991857144689
The Pythagorean theorem is used in geometry.,The Pythagorean theorem is used in geometry.,ccf160ac26,0,1,0,0,0,0,0.999999562103475,0.9999962310287008,0.999997896564701
The Reformation challenged the Catholic Church.,The Reformation challenged the Catholic Church.,fea79b6fc5,1,1,0,1,1,0,0.9999935420961622,0.999997982612102,0.9999957623516673
The Renaissance sparked cultural rebirth.,The Renaissance sparked cultural rebirth.,873329702d,1,1,0,1,1,0,0.9999792889394393,0.9999142223138527,0.9999467550974096
The Rosetta Stone helped decipher Egyptian hieroglyphics.,The Rosetta Stone helped decipher Egyptian hieroglyphics.,d0d6ac64e4,0,1,0,0,0,0,0.9999995058439127,0.999997714000063,0.9999986099215865
The Russian Revolution reshaped Russian politics.,The Russian Revolution reshaped Russian politics.,101aadb3e6,1,1,0,1,1,0,0.9999985590393018,0.9999995498593046,0.9999990544491805
The Sahara's dunes stretch endlessly.,The Sahara's dunes stretch endlessly.,9945d528bd,0,1,0,0,0,0,0.9975934330691427,0.9901339795067443,0.9938567078882877
The Scandinavian Peninsula includes Norway and Sweden.,The Scandinavian Peninsula includes Norway and Sweden.,bea7d6f6a1,0,1,0,0,0,0,0.9999994043883421,0.9999986134718398,0.9999990089300127
The Serengeti hosts annual migration of wildebeest.,The Serengeti hosts annual migration of wildebeest.,4be96bcf85,0,1,0,0,0,0,0.8520276806943956,0.9997006375082883,0.9229152808166606
The Serengeti hosts diverse wildlife.,The Serengeti hosts diverse wildlife.,50aa0c74fe,0,1,0,0,0,0,0.9999971970001361,0.9999883907864248,0.9999927938835868
The Storming of the Bastille was revolutionary.,The Storming of the Bastille was revolutionary.,d10cc576c7,1,0,0,1,1,0,0.9999941054528239,0.999995729192594,0.9999949173223794
The Taj Mahal is in India.,The Taj Mahal is in India.,7ff0a08d0b,0,1,0,0,0,0,0.9999999096243052,0.9999995498593037,0.9999997297417883
The Taj Mahal was built in the 17th century.,The Taj Mahal was built in the 17th century.,fd72b9fda6,0,1,0,0,0,0,0.9993070318806133,0.9999331954967656,0.9996200646599537
The Treaty of Versailles ended World War I.,The Treaty of Versailles ended World War I.,b99585a80d,0,1,0,1,0,0,0.9999647321748297,0.9999594804653543,0.9999621063166444
"The United Kingdom consists of England, Scotland, Wales, and Northern Ireland.","The United Kingdom consists of England, Scotland, Wales, and Northern Ireland.",c09399cdbb,0,1,0,0,0,0,0.9999996990384086,0.9999986134707265,0.9999991562544203
The Vedas are ancient Hindu scriptures.,The Vedas are ancient Hindu scriptures.,bb622efbf9,0,1,0,1,0,0,0.9999853292754115,0.9999997269758762,0.9999925280997319
The Wright brothers' flight initiated aviation.,The Wright brothers' flight initiated aviation.,d10bf7f747,0,1,0,0,0,0,0.999990683244614,0.9999410450001519,0.999965863814378
The apple of my eye.,The apple of my eye.,3531c49a00,0,1,0,1,1,0,0.7364542923730384,0.0916335583389668,0.2597766874916749
The assassination of Archduke Franz Ferdinand sparked World War I.,The assassination of Archduke Franz Ferdinand sparked World War I.,f496454ea6,1,1,0,1,1,0,0.9999846992458795,0.99997542347261,0.9999800613484896
The city of Jerusalem holds religious significance.,The city of Jerusalem holds religious significance.,5c6a8a0648,0,1,0,1,0,0,0.9999999677581277,1.0,0.9999999838790637
The defeat of the Spanish Armada marked England's naval dominance.,The defeat of the Spanish Armada marked England's naval dominance.,e74624b841,0,1,0,1,1,0,0.9893089946996362,0.9988165237368536,0.9940513925283199
The development of the steam engine powered industrialization.,The development of the steam engine powered industrialization.,741d1644c5,0,1,0,1,1,0,0.9999959409143424,0.9999993450498221,0.9999976429806338
The discovery of DNA revolutionized biology.,The discovery of DNA revolutionized biology.,d72c7e73b1,0,1,0,0,0,0,0.9999970578880936,0.9999868450658715,0.9999919514639447
The discovery of penicillin changed medicine.,The discovery of penicillin changed medicine.,fc7280b5a5,0,1,0,0,0,0,0.9999999738305914,0.9999999390800807,0.9999999564553358
The end of apartheid marked new eras.,The end of apartheid marked new eras.,f93a5ba1c9,1,0,0,1,1,0,0.999881384250811,0.9996607849140727,0.9997710784980406
The fall of Constantinople changed European history.,The fall of Constantinople changed European history.,e7316ff4a0,0,0,0,1,1,0,0.9999998578372096,0.999995729196526,0.999997793514737
The human body has 206 bones.,The human body has 206 bones.,0633086462,0,1,0,0,0,0,0.9999972605828025,0.9999831087621994,0.9999901846474665
The human genome project has mapped all the genes.,The human genome project has mapped all the genes.,cc71fdfce8,0,1,0,0,0,0,0.937051891093791,0.688571423965018,0.8032603282744422
The light bulb was invented by Thomas Edison.,The light bulb was invented by Thomas Edison.,ea6968acaa,0,1,0,1,0,0,0.9629341754165418,0.8562651652278178,0.9080346859104875
The moon affects ocean tides.,The moon affects ocean tides.,22b3a53b4d,0,1,0,0,0,0,0.9999998746967846,0.9999997590570379,0.9999998168769095
The moon explodes.,The moon explodes.,f5f7ed34f6,0,1,0,0,0,0,0.9999998884388364,0.9999984288566596,0.9999991586474817
The moon landing was in 1969.,The moon landing was in 1969.,fd1bce8527,0,1,0,0,0,0,0.9999998746967678,0.999999759057057,0.9999998168769106
The more the merrier.,The more the merrier.,20aef632f3,1,1,0,1,1,0,0.9802204435802178,0.9203242794249135,0.9498003334467371
The mountains stood as silent guardians.,The mountains stood as silent guardians.,a84b174ea0,0,1,0,1,1,0,0.9687904772161164,6.217248937900877e-15,7.760935230705371e-08
The ocean is salty.,The ocean is salty.,97c53a1ae6,0,1,0,0,0,0,0.9999999690680235,0.9999999581303887,0.9999999635992061
The order of operations standardizes calculations.,The order of operations standardizes calculations.,1522a726c7,0,1,0,1,0,0,0.99993685027428,0.9999883907968777,0.9999626202035133
The pH of pure water is 7.,The pH of pure water is 7.,539d6a7f22,0,1,0,0,0,0,0.9968306092011325,0.9999868450546476,0.9984074799143599
The pen is mightier than the sword.,The pen is mightier than the sword.,eb7f2e348a,0,0,0,1,1,0,0.9999761225330571,0.9999540854743295,0.9999651039429872
The periodic table organizes chemical elements.,The periodic table organizes chemical elements.,dde9fb4810,0,1,0,0,0,0,0.9999999758136342,0.9999997873685749,0.9999998815911001
The printing press facilitated widespread literacy.,The printing press facilitated widespread literacy.,9a16d7a0ae,0,1,0,1,0,0,0.9999997982986477,0.9999997269758598,0.9999997626372531
The printing press was invented by Gutenberg.,The printing press was invented by Gutenberg.,bd20a25314,0,1,0,0,0,0,0.9999989415448857,0.9999850935162723,0.9999920175066078
The signing of the Magna Carta was a landmark event.,The signing of the Magna Carta was a landmark event.,0d3e6d355f,1,1,0,1,1,0,0.9999939551205499,0.999972151196106,0.9999830530989006
The square root of 16 is 4.,The square root of 16 is 4.,fd14679f38,0,1,0,0,0,0,0.9999998262916429,0.999999853860702,0.9999998400761724
The squeaky wheel gets the grease.,The squeaky wheel gets the grease.,02a1f85f14,0,0,0,1,1,0,0.9999965433227946,0.9999850935163238,0.9999908184031718
