statement_number,statement,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,category,elicitation
328,buying a shirt requires money,1,1,0,1,0,1,Philosophy and thinking,Concept Net
329,by his own verdict no guilty man was ever acquitted,0,1,0,0,0,1,Health and fitness,aphorism
330,by overcoming his passions a person overcomes his greatest enemies,1,0,0,1,1,0,People and self,aphorism
331,by the time the fool has learned the game the players have dispersed,1,0,1,0,1,1,People and self,aphorism
332,bytes are more than bits,0,0,0,0,0,0,General reference,category response
333,cake is sweet,0,1,0,1,0,0,General reference,Concept Net
334,calculus is a type of mathatics and logic that is very hard to understand,1,0,0,1,1,1,Mathematics and logic,category response
335,california needs to be made more livable and affordable,0,0,0,0,1,0,Geography and places,news media
336,calling mary's mother john would hang up immediately after she answers,0,0,0,0,0,1,Philosophy and thinking,category response
337,can i count on you to support me in this fight to better safegaurd public health,1,1,0,1,1,1,Natural and physical sciences,campaign email
338,canada is north of the united states,0,1,0,0,0,0,Geography and places,Concept Net
339,cancel culture should not be tolerated in a develpoed society,0,0,0,0,0,1,Religion and belief systems,news media
340,cancelling the keystone xl pipeline will mean the oil will have to be transported by rail which will only raise emissions,0,0,0,0,0,1,General reference,news media
341,caring for each other has never been a partisan issue in michigan,1,1,0,1,1,0,Society and social sciences,campaign email
342,catholic mass is usually held at church,1,1,0,1,0,0,Religion and belief systems,category response
343,cats have higher body temperatures and crave heat which is why they like confining themselves into tight spaces,0,1,0,0,0,0,Natural and physical sciences,category response
344,cdc guidelines should be balanced with a social responsibility towards the populace,0,0,1,0,0,1,Religion and belief systems,news media
345,cdc guidelines should be caveated with state laws and rules,1,0,0,1,1,1,Human activities,news media
346,cell phone batteries need to be charged,0,1,0,0,0,0,Technology and applied sciences,category response
347,cellphones don't cause cancer,1,0,0,0,0,0,General reference,category response
348,certain policies are no brainers like protecting americans and the environment,1,1,0,1,1,1,Society and social sciences,campaign email
349,changes in police policy and procedure are necessary and simple to make,1,0,0,1,1,1,History and events,campaign email
350,chaos often breeds life when order breeds habit,1,0,0,1,1,1,People and self,aphorism
351,character is much easier kept than recovered,1,1,1,1,1,1,People and self,aphorism
352,character is not cut in marble it is not something solid and unalterable it is something living and changing and may become diseased as our bodies do,0,0,0,0,0,1,General reference,aphorism
353,charity degrades those who receive it and hardens those who dispense it,0,1,0,1,0,1,Philosophy and thinking,aphorism
354,checking in on family friends and neighbors,1,0,0,1,1,0,General reference,campaign email
355,chemistry is included in the physical sciences field,0,1,0,0,0,0,Natural and physical sciences,category response
356,children are like grown people the experience of others is never of any use to them,1,0,1,1,1,0,Philosophy and thinking,aphorism
357,children can be noisy,1,1,0,1,0,0,People and self,Concept Net
358,children should not be taught to be ashamed of their own skin color,0,0,0,0,1,1,General reference,news media
359,children should not have easy access to fireworks,1,1,0,1,1,0,Culture and the arts,news media
360,children's books can never be a threat to society,1,1,0,1,1,0,Society and social sciences,news media
361,china has the highest population density,1,0,0,0,0,1,Geography and places,category response
362,china is on the other side of earth of the us,0,1,0,0,0,0,Geography and places,category response
363,chip in 10 or more to help steve today,1,1,0,1,0,0,Society and social sciences,campaign email
364,choose a job you love and you will never have to work a day in your life,1,1,0,1,1,1,Human activities,aphorism
365,christianity is a popular religion in the united states,1,0,0,1,1,0,Religion and belief systems,category response
366,christianity is the most practiced religion in the united states,0,0,0,0,0,0,Religion and belief systems,category response
367,christians follow christ's teachings,0,0,0,1,1,0,General reference,category response
368,chuck schumer is doing the mockery,1,1,1,1,1,1,People and self,campaign email
369,cities need poll workers to fight corruption,1,0,0,1,0,1,Society and social sciences,campaign email
370,citizens should respect their institutions and social processes,1,1,0,0,0,1,Human activities,news media
371,civil disobedience is justified when god commands it,0,0,0,0,1,1,General reference,news media
372,civilization advances by extending the number of important operations which we can perform without thinking about them,1,0,0,1,0,0,History and events,aphorism
373,climate change is a serious threat which must be acted upon,0,1,0,0,0,0,Natural and physical sciences,news media
374,climate change is not fake,0,0,0,0,0,0,Natural and physical sciences,news media
375,coffee is served hot,0,1,0,0,0,0,Society and social sciences,Concept Net
376,cold would make you want to light a fire,0,1,0,0,0,1,Human activities,Concept Net
377,coll will help the public in congress,0,1,0,0,1,1,Technology and applied sciences,campaign email
378,common natures pay with what they do noble ones with what they are,1,0,1,1,1,1,Philosophy and thinking,aphorism
379,common sense is the best distributed commodity in the world for every man is convinced that he is well supplied with it,0,0,0,1,0,1,General reference,aphorism
380,common sense is the collection of prejudices acquired by age eighteen,1,0,1,1,1,1,People and self,aphorism
381,commonsense bill would recognize the power that local farms forests and woodland have in creating a cleaner future for wildlife and people while also helping rural economy,0,1,0,1,0,0,General reference,news media
382,communication in a company should be direct regardless of hierarchy to get the job done the fastest way,0,1,0,1,0,1,Culture and the arts,news media
383,computer processors have gotten faster over time,0,0,0,1,1,0,General reference,category response
384,computers are better at processing a large amount of data than humans,1,1,0,0,0,0,General reference,category response
385,computers are incredibly complex tools,0,0,0,0,1,1,Technology and applied sciences,category response
386,computers can never be an actual human,0,1,0,0,0,0,Technology and applied sciences,category response
387,computers have made our lives easier,1,1,0,1,1,0,Technology and applied sciences,category response
388,computers help you,0,1,1,0,0,0,Technology and applied sciences,category response
389,computers impact our daily lives,0,1,0,1,0,0,Technology and applied sciences,category response
390,concentrating activities with one tech giant has detrimental effects for privacy,0,1,0,0,0,0,Technology and applied sciences,news media
391,congress must rise above the alltoofamiliar,1,0,0,1,1,1,Culture and the arts,campaign email
392,congress remains in the gun lobby's grip,1,0,0,1,1,1,Society and social sciences,campaign email
393,congress should be pro environment,1,0,1,1,1,0,Geography and places,campaign email
394,congress should enact gun reforms,1,1,0,1,1,0,Society and social sciences,news media
395,conscience is the inner voice that warns us that someone may be looking,1,0,1,1,1,0,Philosophy and thinking,aphorism
396,conservative values are most obvious solutions to problems,0,1,0,1,0,1,Culture and the arts,campaign email
397,conservative values are practical and benefit the most people,0,1,0,1,0,1,Religion and belief systems,campaign email
398,conservative values are the best way to help americans,1,1,0,1,1,1,Society and social sciences,campaign email
399,conservative values are the no brainer choice,1,1,0,1,0,1,General reference,campaign email
400,conservative values are the way to protect freedoms,1,0,0,1,1,0,Society and social sciences,campaign email
401,considering that the most gender violence perpetrators are men they shouldn't feel offended when women are scared of them,1,0,0,1,1,1,Philosophy and thinking,news media
402,cookies are sweet,0,1,0,0,0,0,Human activities,Concept Net
403,corporations should not leave states over normal election reforms,1,1,0,0,0,0,General reference,news media
404,councilwoman letitia plummer has endorsed derrick,1,1,0,1,0,1,Society and social sciences,campaign email
405,countries should not allow for intellectual property to be stolen easily,0,0,0,0,1,1,Geography and places,news media
406,country music stars wear cowboy hats and boots on stage,0,0,1,1,0,1,Human activities,category response
407,covid 19 is affecting the healthcare industry,0,1,0,0,0,0,Health and fitness,campaign email
408,coyote is always out there waiting and coyote is always hungry,1,1,1,1,1,0,Philosophy and thinking,aphorism
409,creativity is the combining of two ideas in a novel way,0,0,0,0,1,1,Natural and physical sciences,category response
410,credit is a system whereby a person who can`t pay gets another person who can`t pay to guarantee that he can pay,1,1,1,1,1,0,Culture and the arts,aphorism
411,crime would make you want to serve justice,1,1,0,1,1,1,Human activities,Concept Net
412,criminals should be caught as early as possible to protect innocent bystanders,1,0,0,1,1,1,Human activities,news media
413,cultivating the responsible use of technology in schools is imporatant and prescient,1,1,0,1,1,1,Society and social sciences,news media
414,cuomo is on the right path and looking out for everyday new yorkers,1,0,0,1,1,0,Society and social sciences,campaign email
415,curiosity is one of the forms of feminine bravery,0,0,1,1,1,0,General reference,aphorism
416,curiosity would make you want to examine a thing,1,1,0,1,1,1,People and self,Concept Net
417,cyberbullying should not be allowed to exist on gaming platforms,1,1,0,1,1,0,Human activities,news media
